0.0	2.6666399999999997	N
2.6666399999999997	5.333279999999999	N
5.333279999999999	7.99992	C#:min
7.99992	10.66656	A:maj9
10.66656	13.333200000000001	A:maj9
13.333200000000001	15.999840000000003	D:maj6(9)
15.999840000000003	18.666480000000004	D:maj6
18.666480000000004	21.333120000000005	A:maj9
21.333120000000005	23.999760000000006	A:maj9
23.999760000000006	26.666400000000007	D:maj6(9)
26.666400000000007	29.333040000000008	D:maj6(9)
29.333040000000008	31.99968000000001	A:maj
31.99968000000001	34.666320000000006	A:maj
34.666320000000006	37.33296000000001	D:maj6
37.33296000000001	39.99960000000001	D:maj6
39.99960000000001	42.66624000000001	A:maj
42.66624000000001	45.33288000000001	A:maj
45.33288000000001	47.99952000000001	D:maj6
47.99952000000001	50.66616000000001	D:maj6
50.66616000000001	51.99948000000001	C#:min/b3
51.99948000000001	53.33280000000001	F#:min
53.33280000000001	54.666120000000014	D:maj/3
54.666120000000014	55.999440000000014	E:7
55.999440000000014	57.332760000000015	C#:min
57.332760000000015	58.666080000000015	F#:min
58.666080000000015	59.999400000000016	D:maj/3
59.999400000000016	61.332720000000016	E:7/3
61.332720000000016	62.66604000000002	C#:min7/5
62.66604000000002	63.99936000000002	F#:min(9)
63.99936000000002	65.99934	B:min7
65.99934	66.666	E:maj
66.666	69.33263999999997	A:maj7
69.33263999999997	71.99927999999994	A:maj7
71.99927999999994	74.66591999999991	D:maj6
74.66591999999991	77.33255999999989	D:maj6
77.33255999999989	79.99919999999986	A:maj7
79.99919999999986	82.66583999999983	A:maj7
82.66583999999983	85.3324799999998	D:maj6(9)
85.3324799999998	87.99911999999978	D:maj6(9)
87.99911999999978	90.66575999999975	A:maj7
90.66575999999975	93.33239999999972	A:maj7
93.33239999999972	95.9990399999997	D:maj6(9)
95.9990399999997	98.66567999999967	D:maj6(9)
98.66567999999967	99.99899999999965	C#:min/b3
99.99899999999965	101.33231999999964	F#:min
101.33231999999964	102.66563999999963	D:maj/3
102.66563999999963	103.99895999999961	E:7
103.99895999999961	105.3322799999996	C#:min
105.3322799999996	106.66559999999959	F#:min
106.66559999999959	107.99891999999957	D:maj/3
107.99891999999957	109.33223999999956	E:7/3
109.33223999999956	110.66555999999954	C#:min7/5
110.66555999999954	111.99887999999953	F#:min(9)
111.99887999999953	113.99885999999951	B:min7
113.99885999999951	117.33215999999948	A:maj7/5
117.33215999999948	119.99879999999945	A:maj
119.99879999999945	122.66543999999942	D:maj6
122.66543999999942	125.3320799999994	D:maj6
125.3320799999994	127.99871999999937	A:maj
127.99871999999937	130.6653599999994	A:maj
130.6653599999994	133.33199999999943	D:maj6
133.33199999999943	135.99863999999945	D:maj6
135.99863999999945	138.66527999999948	A:maj9
138.66527999999948	141.3319199999995	A:maj9
141.3319199999995	143.99855999999954	C:aug
143.99855999999954	146.66519999999957	F#:min9
146.66519999999957	148.6651799999996	B:min(9)
148.6651799999996	151.99847999999963	E:maj6
151.99847999999963	153.99845999999965	G:maj9
153.99845999999965	157.3317599999997	E:min/b3
157.3317599999997	159.99839999999972	E:min11
159.99839999999972	162.66503999999975	E:min11
162.66503999999975	165.33167999999978	A:maj7
165.33167999999978	167.9983199999998	A:maj7
167.9983199999998	170.66495999999984	D:maj6(9)
170.66495999999984	173.33159999999987	D:maj6(9)
173.33159999999987	175.9982399999999	A:maj7
175.9982399999999	178.66487999999993	A:maj7
178.66487999999993	181.33151999999995	D:maj6(9)
181.33151999999995	183.99815999999998	D:maj6(9)
183.99815999999998	185.33148	C#:min/b3
185.33148	186.6648	F#:min
186.6648	187.99812000000003	D:maj/3
187.99812000000003	189.33144000000004	E:7
189.33144000000004	190.66476000000006	C#:min
190.66476000000006	191.99808000000007	F#:min
191.99808000000007	193.3314000000001	D:maj/3
193.3314000000001	194.6647200000001	E:7/3
194.6647200000001	195.99804000000012	C#:min7/5
195.99804000000012	197.33136000000013	F#:min(9)
197.33136000000013	199.33134000000015	B:min7
199.33134000000015	199.99800000000016	E:maj
199.99800000000016	202.6646400000002	A:maj7
202.6646400000002	205.33128000000022	A:maj7
205.33128000000022	207.99792000000025	D:maj6(9)
207.99792000000025	210.66456000000028	D:maj6(9)
210.66456000000028	213.3312000000003	A:maj7
213.3312000000003	215.99784000000034	A:maj7
215.99784000000034	218.66448000000037	D:maj(9)
218.66448000000037	221.3311200000004	D:maj6(9)
221.3311200000004	223.99776000000043	A:maj7
223.99776000000043	226.66440000000046	A:maj7
226.66440000000046	229.33104000000048	D:maj6(9)
229.33104000000048	231.9976800000005	A:maj13
231.9976800000005	234.66432000000054	A:maj7
234.66432000000054	237.33096000000057	A:maj7
237.33096000000057	239.9976000000006	D:maj6(9)
239.9976000000006	242.66424000000063	D:maj6(9)
242.66424000000063	245.33088000000066	N
245.33088000000066	247.33086000000068	N
